geneName	gene	geneID
PLEKHF1	DNOV00007718	gene10271
FAM134C	DNOV00016171	gene15275
COQ3	DNOV00014025	gene4692
ATAD3A	DNOV00017582	gene13739
KDELR3	DNOV00002624	gene604
SLC35C1	DNOV00013776	gene6832
NOL12	DNOV00013245	gene624
LOC422528	DNOV00016768	gene5676
IGHMBP2	DNOV00015588	gene6463
ACSM3	DNOV00014324	gene11712
ALG1	DNOV00002302	gene11661
PRLHR	DNOV00016754	gene7917
FKTN	DNOV00009383	gene16227
SEC23B	DNOV00010220	gene3995
MTIF3	DNOV00004156	gene1976
STX2	DNOV00014095	gene11792
LOC100859676	DNOV00002698	gene11024
RHPN2	DNOV00009314	gene10297
RAD51B	DNOV00001151	gene6930
GZMK	DNOV00010116	gene15840
KBTBD12	DNOV00007659	gene10705
SFXN3	DNOV00008304	gene7819
PPDPF	DNOV00006533	gene13468
SPTLC2	DNOV00004043	gene7098
SHISA5	DNOV00017349	gene10603
LOC428386	DNOV00007784	gene3707
ABCE1	DNOV00009624	gene5590
RAD21	DNOV00007831	gene3661
GPATCH2	DNOV00008000	gene4098
CEP128	DNOV00015327	gene7108
SP3	DNOV00000039	gene8262
RGS7BP	DNOV00002813	gene15880
TOP2A	DNOV00016349	gene15224
ENGASE	DNOV00014789	gene12802
THNSL2	DNOV00006370	gene6295
BMP7	DNOV00015847	gene13604
XRCC6	DNOV00002567	gene557
LOC100859318	DNOV00000484	gene12851
CENPC1	DNOV00015615	gene5863
CCDC102A	DNOV00007551	gene10101
VHL	DNOV00012490	gene10852
ITM2C	DNOV00001830	gene9261
CHRNA4	DNOV00006530	gene13465
CROCC	DNOV00011094	gene13822
TBX19	DNOV00003831	gene1160
GPR180	DNOV00011234	gene1772
C2H6orf145	DNOV00008652	gene3076
C11H16orf70	DNOV00011449	gene10204
RC3H2	DNOV00011777	gene12506
SEPW1	DNOV00018394	gene16873
CCDC157	DNOV00013139	gene12077
MED31	DNOV00003701	gene13240
DUSP27	DNOV00012205	gene1246
VSIG1	DNOV00016145	gene5420
IFNAR1	DNOV00013750	gene1342
PABPC1L	DNOV00008487	gene13383
ADAT2	DNOV00002335	gene4499
SRGN	DNOV00012647	gene7554
RCL1	DNOV00012165	gene15985
EFCAB11	DNOV00006216	gene7130
DPH3	DNOV00006887	gene2727
MGP	DNOV00016997	gene473
GNPAT	DNOV00004460	gene4368
EXOC3L1	DNOV00014808	gene10130
EGR4	DNOV00010557	gene6331
KIAA0391	DNOV00010074	gene7015
SEC22A	DNOV00009496	gene8438
IBTK	DNOV00009296	gene4758
LOC420821	DNOV00009181	gene2991
PLEKHA5	DNOV00017524	gene836
FSD2	DNOV00004725	gene9868
HERPUD1	DNOV00007538	gene10110
ARHGAP6	DNOV00011858	gene1554
ATP6V0A4	DNOV00006318	gene731
RPA2	DNOV00014675	gene14097
SP4	DNOV00003900	gene2642
MYO9B	DNOV00008541	gene15553
RG9MTD2	DNOV00007991	gene5959
DDX27	DNOV00014166	gene13579
SLC9A9	DNOV00012991	gene9337
RAD1	DNOV00010824	gene15776
CSRP3	DNOV00010316	gene6482
CZH9orf103	DNOV00004529	gene16084
SENP8	DNOV00002863	gene9652
FZD10	DNOV00014091	gene11797
VCAM1	DNOV00009239	gene8775
LOC100857446	DNOV00014923	gene16755
LOC768672	DNOV00014350	gene16433
IL10RA	DNOV00014282	gene14450
LOC430532	DNOV00004558	gene16124
USP1	DNOV00016106	gene9066
RSPH1	DNOV00010854	gene1410
HMGN3	DNOV00009304	gene4768
PPIA	DNOV00017116	gene14051
POLE2	DNOV00009986	gene7367
BRE	DNOV00011014	gene4183
CMAGE	DNOV00018030	gene17502
PRLR	DNOV00010820	gene15780
WNT5B	DNOV00004377	gene796
DDX3X	DNOV00016216	gene1447
CLDN22	DNOV00016100	gene14417
CEBPG	DNOV00009324	gene10304
PHF14	DNOV00003854	gene2608
ATPBD4	DNOV00013340	gene6971
LOC418423	DNOV00011389	gene1218
ZMIZ1	DNOV00005354	gene7604
SLC10A2	DNOV00014221	gene1731
DDAH1	DNOV00004215	gene8852
SPATA1	DNOV00004205	gene8865
COX15	DNOV00016491	gene7770
RFFL	DNOV00001758	gene13011
NETO2	DNOV00007703	gene10259
DNAAF2	DNOV00009985	gene7366
LRRN3	DNOV00010173	gene271
RPS20	DNOV00012593	gene3435
LOC100859290	DNOV00000495	gene12839
GTF3A	DNOV00004157	gene1977
EDA2R	DNOV00009154	gene5126
HDAC11	DNOV00011616	gene10644
DAPK1	DNOV00004509	gene16102
EPT1	DNOV00018432	gene4989
TLCD2	DNOV00007394	gene13051
C5H14orf135	DNOV00010223	gene7311
TMPRSS9	DNOV00008204	gene15335
LINGO1	DNOV00017317	gene9710
FAM72A	DNOV00000274	gene14861
EXOSC10	DNOV00004665	gene13806
KPNA2	DNOV00000549	gene12716
CTDSPL2	DNOV00013398	gene10032
IPO7	DNOV00003072	gene6563
PSMD11	DNOV00012859	gene15087
C5H14orf126	DNOV00010094	gene6997
LOC100858089	DNOV00008475	gene13395
TRIM62	DNOV00018080	gene13916
WSCD2	DNOV00000785	gene11897
C5H11orf49	DNOV00006680	gene6811
LOC769776	DNOV00010763	gene1084
TPO	DNOV00018284	gene4870
SYPL1	DNOV00010387	gene157
ADAMTS14	DNOV00012108	gene7586
CISH	DNOV00017659	gene10543
PITHD1	DNOV00001482	gene14289
GINS2	DNOV00015494	gene10393
CLN6	DNOV00015428	gene10012
LOC428319	DNOV00008208	gene15332
CCNA2	DNOV00011249	gene5890
ACTR3B	DNOV00002506	gene2409
SLC19A2	DNOV00003840	gene1151
SLC9A1	DNOV00001421	gene14119
TMEM175	DNOV00009411	gene16204
FAM168B	DNOV00001804	gene9165
C13H5orf24	DNOV00002940	gene11180
RSPO3	DNOV00003927	gene4577
ODF1	DNOV00007761	gene3626
KRT80	DNOV00013085	gene16488
GSK3B	DNOV00010746	gene1099
HP1BP3	DNOV00016250	gene13925
CCDC91	DNOV00015630	gene939
DEAF1	DNOV00013836	gene6423
NEU3	DNOV00015418	gene2233
MAP7D3	DNOV00001559	gene5275
ENDOV	DNOV00013269	gene12789
NMUR1	DNOV00009714	gene9412
KCNB2	DNOV00008060	gene3503
DLAT	DNOV00011939	gene14489
CAPRIN1	DNOV00012774	gene6751
CTPS2	DNOV00007496	gene1523
C14H16orf45	DNOV00002236	gene11506
OXNAD1	DNOV00006888	gene2728
TP63	DNOV00009681	gene9383
C6H10orf137	DNOV00008421	gene7966
CPOX	DNOV00003817	gene1165
CABLES1	DNOV00005429	gene3357
MKL1	DNOV00002592	gene577
DRD2	DNOV00017930	gene14477
FAM59A	DNOV00007731	gene3392
LOC395100	DNOV00007294	gene14787
ZFP161	DNOV00005470	gene3326
RANBP3L	DNOV00010813	gene15787
LOC421892	DNOV00014497	gene4835
MED13L	DNOV00001322	gene12108
KIAA1430	DNOV00008617	gene5698
FABP2	DNOV00011264	gene5901
ILK	DNOV00017153	gene2173
COX16	DNOV00001131	gene6912
MARC2	DNOV00008014	gene4082
SUGT1	DNOV00014077	gene1840
ZMYND17	DNOV00010674	gene11639
C2H8orf45	DNOV00008086	gene3480
RPLP0	DNOV00001349	gene12034
PRELID1	DNOV00002710	gene11036
MYBL1	DNOV00008090	gene3477
FABP7	DNOV00003954	gene4589
ANGPT2	DNOV00016177	gene4851
CH25H	DNOV00006604	gene7712
ARHGAP19	DNOV00008330	gene7797
TMC5	DNOV00014311	gene11526
TRAK2	DNOV00000658	gene8160
MED19	DNOV00015012	gene6707
DLG5	DNOV00005348	gene7609
C3H6orf168	DNOV00014024	gene4693
LOC772269	DNOV00016599	gene5481
SLC7A7	DNOV00005034	gene3560
TMBIM1	DNOV00000176	gene8390
ARHGDIB	DNOV00016995	gene471
TMEM141	DNOV00011171	gene12233
MAEA	DNOV00006397	gene6254
TMEM104	DNOV00000481	gene12855
DUSP19	DNOV00015991	gene8035
TUBE1	DNOV00006610	gene4633
ESF1	DNOV00001221	gene3875
LOC100858050	DNOV00003138	gene1623
DDX42	DNOV00009109	gene15122
DDX51	DNOV00016013	gene11973
B3GALNT2	DNOV00005966	gene4323
Mar-04	DNOV00000190	gene8402
RFWD2	DNOV00002169	gene8716
CRAMP1L	DNOV00009763	gene11676
SLC16A3	DNOV00012419	gene12655
FOXI3	DNOV00006369	gene6296
MTHFD1	DNOV00010248	gene7284
ARMC2	DNOV00006638	gene4658
PIGH	DNOV00001154	gene6933
CCDC164	DNOV00013596	gene5009
SGTA	DNOV00016825	gene15498
RBFA	DNOV00009201	gene2975
MIOS	DNOV00013161	gene2599
LOC100859362	DNOV00003395	gene6173
NPNT	DNOV00007955	gene5686
CAPN14	DNOV00001272	gene3892
LOC428778	DNOV00014847	gene5997
UBR4	DNOV00013911	gene13829
MESP2	DNOV00013389	gene10044
PRKAR1B	DNOV00001947	gene11321
PPM1J	DNOV00000222	gene14911
NDUFA6	DNOV00002553	gene542
DUSP14	DNOV00003746	gene13200
MPP7	DNOV00008279	gene2469
CHST1	DNOV00013777	gene6833
CCDC83	DNOV00015401	gene2127
VPS33A	DNOV00000815	gene11865
LTBP2	DNOV00003996	gene7052
HNMT	DNOV00012929	gene8500
TNIP1	DNOV00012676	gene14342
FRZB	DNOV00015993	gene8037
RALGAPB	DNOV00006987	gene13282
MAPK1IP1L	DNOV00011528	gene7349
LOC100859789	DNOV00004702	gene13911
RBM45	DNOV00000006	gene8226
FYTTD1	DNOV00009703	gene9401
HTRA2	DNOV00017505	gene6359
NARFL	DNOV00005314	gene11439
WBSCR16	DNOV00001690	gene12956
KLC1	DNOV00005530	gene7249
ZRANB3	DNOV00014420	gene8487
LAMTOR3	DNOV00007987	gene5963
DERL1	DNOV00007807	gene3687
RFNG	DNOV00012414	gene12661
MKRN1	DNOV00006329	gene741
BEST1	DNOV00015027	gene6694
TTC3	DNOV00007333	gene1376
HPGDS	DNOV00016261	gene5666
LOC100859859	DNOV00006392	gene6258
BNC1	DNOV00004733	gene9876
LOC100858131	DNOV00006334	gene745
CENPO	DNOV00013588	gene5016
PASK	DNOV00011097	gene9237
SYNGR1	DNOV00002606	gene590
CLYBL	DNOV00011209	gene1749
FAM36A	DNOV00005577	gene4284
CHD6	DNOV00006989	gene13281
SLC30A7	DNOV00009235	gene8771
C2H6orf62	DNOV00009188	gene3249
SNX17	DNOV00015038	gene4970
KCNG4	DNOV00011494	gene10374
PACRGL	DNOV00003363	gene6143
C13H5orf41	DNOV00002682	gene11008
N4BP2	DNOV00002035	gene6091
SNX3	DNOV00006643	gene4661
RGP1	DNOV00016189	gene15743
RALBP1	DNOV00009448	gene3311
ALG10	DNOV00009550	gene181
ATP11C	DNOV00001547	gene5290
HEG1	DNOV00012704	gene8448
C3H1orf96	DNOV00004441	gene4353
TP53BP1	DNOV00016608	gene10070
LOC100857264	DNOV00015823	gene15519
PNRC2	DNOV00001476	gene14295
cor7a	DNOV00018992	gene9613
LOC408180	DNOV00015093	gene1115
GPR139	DNOV00014320	gene11706
CTLA4	DNOV00000706	gene8195
EME2	DNOV00002311	gene11653
CTNNBL1	DNOV00009068	gene13553
TPRXL	DNOV00016383	gene8878
FAM123B	DNOV00005778	gene5373
DNAJC21	DNOV00010822	gene15778
ADAM8	DNOV00012023	gene7517
SLC35F2	DNOV00012457	gene2033
HHAT	DNOV00010300	gene4132
NOP58	DNOV00000673	gene8169
NEUROD1	DNOV00017531	gene8213
ARSK	DNOV00011732	gene16250
BCL2A1	DNOV00004760	gene9899
LOC427594	DNOV00005133	gene10809
XPOT	DNOV00010895	gene316
PCYOX1	DNOV00005242	gene14041
CTBS	DNOV00004206	gene8864
SIGIRR	DNOV00015593	gene6467
NAMPT	DNOV00010386	gene158
AMIGO2	DNOV00014514	gene299
EFEMP1	DNOV00008019	gene3802
GAD1	DNOV00000063	gene8282
SPPL2A	DNOV00004713	gene9859
TMX1	DNOV00010001	gene7387
OSGIN2	DNOV00005035	gene3561
DNAL4	DNOV00002611	gene595
TTLL5	DNOV00004019	gene7071
LOC693258	DNOV00013251	gene621
EYA2	DNOV00008461	gene13406
TMEM117	DNOV00010149	gene288
RPS16	DNOV00004106	gene381
GTSE1	DNOV00009548	gene184
ZMYM4	DNOV00011640	gene14217
RFX4	DNOV00004293	gene683
LOC422929	DNOV00006366	gene6298
ZNF451	DNOV00013712	gene4819
LSM5	DNOV00014475	gene2895
NSMCE1	DNOV00016721	gene11493
VGLL3	DNOV00012171	gene1271
C17H9orf96	DNOV00003503	gene12437
VAMP7	DNOV00005748	gene5351
AANAT	DNOV00013635	gene12625
BMPER	DNOV00014487	gene2887
C4H2orf65	DNOV00018472	gene6355
ZER1	DNOV00009524	gene12358
NBAS	DNOV00007422	gene4916
LOC420220	DNOV00005041	gene3567
CCNF	DNOV00009783	gene11694
LOC100859749	DNOV00014353	gene16436
BEGAIN	DNOV00005497	gene7214
MERTK	DNOV00003582	gene3839
PQLC1	DNOV00009206	gene2980
LOC417013	DNOV00013133	gene12083
GPNMB	DNOV00006831	gene2656
FAM120A	DNOV00013204	gene10654
STARD5	DNOV00004745	gene9883
PSMD5	DNOV00003459	gene12487
TMEM93	DNOV00006146	gene13132
GAMT	DNOV00016273	gene15487
LDLRAP1	DNOV00001457	gene14142
EMP2	DNOV00002271	gene11557
SH2D4B	DNOV00005377	gene7456
SLC45A2	DNOV00010832	gene15771
LOC100858689	DNOV00008300	gene7823
FABP3	DNOV00009880	gene14084
FKBP7	DNOV00000003	gene8223
FUBP1	DNOV00016388	gene8883
SYDE2	DNOV00004211	gene8855
CPNE7	DNOV00015971	gene10427
H6PD	DNOV00004639	gene13784
ATF3	DNOV00015195	gene4116
LOC426015	DNOV00007887	gene6400
TENP	DNOV00009056	gene13544
C7H2orf47	DNOV00000641	gene8141
NUP93	DNOV00016237	gene10194
RBM19	DNOV00001326	gene12113
KCNT1	DNOV00003462	gene12485
RNF207	DNOV00018612	gene13692
LCAT	DNOV00014802	gene10135
LOC427775	DNOV00003283	gene12261
SLC16A12	DNOV00006600	gene7715
NDUFA1	DNOV00008887	gene5446
NT5C3L	DNOV00015869	gene15249
FAM208A	DNOV00007601	gene10674
ASB12	DNOV00005777	gene5372
ZCRB1	DNOV00010157	gene281
SCTR	DNOV00012687	gene8465
ZNF598	DNOV00005329	gene11454
AGT	DNOV00004451	gene4361
RPL22	DNOV00006124	gene13693
CCDC135	DNOV00007556	gene10096
SLC6A14	DNOV00001586	gene5246
TOM1	DNOV00004316	gene662
CDYL2	DNOV00011520	gene10352
CCDC79	DNOV00009349	gene10327
CREB1	DNOV00000684	gene8178
MYO1E	DNOV00003336	gene9783
FER1L6	DNOV00007794	gene3698
LHX3	DNOV00003470	gene12478
BUB1B	DNOV00013840	gene6427
MYADML2	DNOV00012406	gene12667
POP5	DNOV00001363	gene12019
PKM2	DNOV00002865	gene9654
RASSF3	DNOV00010898	gene318
AREGB	DNOV00013994	gene5747
SLC27A1	DNOV00012510	gene17552
SHMT1	DNOV00005289	gene11416
AP3M1	DNOV00007015	gene7625
VDAC2	DNOV00005337	gene7617
LOC100857869	DNOV00008903	gene5432
BASP1	DNOV00012426	gene3128
LOC769292	DNOV00000138	gene8347
FADS2	DNOV00015029	gene6692
EVPL	DNOV00000419	gene12635
LAMB3	DNOV00000251	gene14887
PPIL6	DNOV00006633	gene4653
RABIF	DNOV00007263	gene14760
SLC36A4	DNOV00006926	gene2097
IGDCC3	DNOV00006792	gene9984
REXO4	DNOV00003502	gene12438
AGMAT	DNOV00014780	gene13852
CCDC109B	DNOV00014901	gene5944
SLC44A3	DNOV00009267	gene8800
SLC6A5	DNOV00010324	gene6487
LOC100858584	DNOV00012890	gene2920
GIPC2	DNOV00016386	gene8881
TMEM213	DNOV00006317	gene730
CENPL	DNOV00002214	gene8677
IARS2	DNOV00008009	gene4087
CHST14	DNOV00016686	gene6435
PIBF1	DNOV00008130	gene1814
PRPF4B	DNOV00008654	gene3075
DPCD	DNOV00008312	gene7811
CD74	DNOV00002663	gene11116
RABL2B	DNOV00016506	gene7
SYNPR	DNOV00005100	gene10781
FGA	DNOV00010345	gene5502
CDH7	DNOV00018483	gene3283
TNFRSF11B	DNOV00007825	gene3669
SHPK	DNOV00006149	gene13135
LOC770384	DNOV00008983	gene15462
PINX1	DNOV00013569	gene5034
CHST10	DNOV00003148	gene1636
MARCH7	DNOV00014172	gene8555
PLEKHH2	DNOV00010270	gene4155
CILP2	DNOV00015680	gene16766
DCAF5	DNOV00001146	gene6924
DCAF12	DNOV00016140	gene15698
HADHA	DNOV00016779	gene4985
HESX1	DNOV00007596	gene10677
TJP2	DNOV00005699	gene16038
DUSP5	DNOV00007220	gene7866
SOUL	DNOV00009972	gene7406
TAB2	DNOV00015376	gene4441
MREG	DNOV00000746	gene8060
COX6A1	DNOV00001356	gene12028
TTC19	DNOV00006139	gene13123
LOC100859351	DNOV00000326	gene14980
NUDT13	DNOV00015573	gene7568
RASL12	DNOV00006798	gene9978
RPE65	DNOV00011329	gene9098
ERRFI1	DNOV00014976	gene13674
C2H18orf8	DNOV00005426	gene3360
GATA4	DNOV00017106	gene5044
SNAP47	DNOV00002429	gene2346
C1H22orf23	DNOV00013256	gene615
PPM1A	DNOV00010225	gene7308
OSTM1	DNOV00006645	gene4663
C-16	DNOV00011679	gene5828
PHLPP1	DNOV00009218	gene3104
GNPTAB	DNOV00006305	gene720
WDR60	DNOV00010059	gene2431
LOC769242	DNOV00007172	gene12579
HSPA2	DNOV00010252	gene7280
OBFC1	DNOV00007244	gene7850
TMEM61	DNOV00004579	gene9035
NFYB	DNOV00004277	gene702
SRRD	DNOV00017538	gene11931
S1PR4	DNOV00009001	gene15381
FAM105A	DNOV00012438	gene3137
CDH17	DNOV00005054	gene3577
PSD2	DNOV00012371	gene10899
SLC35B2	DNOV00004962	gene4212
NPY5R	DNOV00010375	gene5532
ATP1B1	DNOV00003836	gene1155
HS6ST1	DNOV00001802	gene9163
LOC100859850	DNOV00016624	gene15415
TUBGCP4	DNOV00016609	gene10071
NSMCE2	DNOV00007785	gene3706
CYLD	DNOV00007679	gene10241
SCRG1	DNOV00010703	gene5725
HNRNPA2B1	DNOV00006847	gene2674
TAF13	DNOV00003848	gene1143
GMEB2	DNOV00016704	gene13658
CDT1	DNOV00014745	gene10414
FANCL	DNOV00017593	gene3809
LL	DNOV00005368	gene7464
GPR83-L	DNOV00009156	gene5123
LOC100858909	DNOV00001622	gene16631
CSTA	DNOV00012075	gene991
FAM126B	DNOV00000651	gene8154
LONP1	DNOV00008198	gene15339
XKR6	DNOV00018757	gene5035
PDCD6IP	DNOV00013476	gene2859
GRB2	DNOV00000448	gene12879
TNRC18	DNOV00002010	gene11368
LOC395425	DNOV00018291	gene16716
EPHB1	DNOV00010798	gene9192
DUS1L	DNOV00012416	gene12659
HERPUD2	DNOV00013539	gene2882
BCR	DNOV00001393	gene11994
STAR	DNOV00014341	gene13992
KYNU	DNOV00012943	gene8509
OSTF1	DNOV00014042	gene16065
LOC768421	DNOV00002715	gene11043
SIKE1	DNOV00000201	gene14932
FCN2	DNOV00011162	gene12226
SSH2	DNOV00006125	gene13109
GATM	DNOV00004720	gene9864
IL4R	DNOV00016720	gene11494
LOC100859842	DNOV00012339	gene14506
CLDN2	DNOV00016950	gene5340
COMMD6	DNOV00008124	gene1810
KIAA1841	DNOV00001185	gene3816
BARX1	DNOV00011622	gene10651
FGB	DNOV00010344	gene5501
C7H2orf76	DNOV00012685	gene8468
BNIP3L	DNOV00005233	gene13948
LOC100857276	DNOV00004900	gene901
SSPN	DNOV00004865	gene871
NEU2	DNOV00001783	gene9146
DCAF4	DNOV00001116	gene6899
CCDC103	DNOV00012873	gene15074
LOC100857754	DNOV00000172	gene8386
PITPNB	DNOV00016009	gene11938
LOC100857630	DNOV00006777	gene9994
PPM1H	DNOV00010887	gene310
NUCKS1	DNOV00000284	gene14850
RAB32	DNOV00015363	gene4435
WNT7A	DNOV00011619	gene10646
LOC415325	DNOV00002858	gene9649
GTF3C4	DNOV00006757	gene12419
MED21	DNOV00004872	gene876
LPAR1	DNOV00004415	gene16329
FAM149A	DNOV00008626	gene5989
ASB4	DNOV00000999	gene2587
PTTG1	DNOV00005680	gene10972
COX7A2	DNOV00013605	gene4779
ZFP106	DNOV00001090	gene6875
TUBGCP5	DNOV00003115	gene1600
K123	DNOV00004805	gene67
MB21D1	DNOV00013598	gene4786
PEX10	DNOV00006095	gene13718
NAA35	DNOV00004515	gene16096
TMBIM4	DNOV00010909	gene326
MRPS31	DNOV00003676	gene1920
KIAA1826	DNOV00012445	gene2045
ERP44	DNOV00016225	gene3236
SLC23A3	DNOV00000151	gene8363
ENTPD4	DNOV00005218	gene13962
FAM69A	DNOV00004255	gene8819
CADM1	DNOV00016093	gene14425
HAUS2	DNOV00001093	gene6878
SYNC	DNOV00001509	gene14263
ST3GAL4	DNOV00012678	gene14339
MRPS22	DNOV00001840	gene9270
SYS1	DNOV00008495	gene13376
PAPD4	DNOV00002779	gene15907
PARP6	DNOV00002866	gene9653
SHC1	DNOV00017879	gene14618
SFI1	DNOV00001378	gene12004
RCN2	DNOV00017322	gene9717
SPATA2	DNOV00013877	gene13646
LOC100858879	DNOV00015078	gene12764
TPRKB	DNOV00009549	gene182
ZC3H13	DNOV00003627	gene1869
PDE3A	DNOV00010546	gene838
PRDM11	DNOV00006702	gene6789
C1H11orf70	DNOV00014705	gene2063
EXD3	DNOV00011196	gene12251
MIER1	DNOV00011316	gene9089
ACAT2	DNOV00006006	gene4420
LECT1	DNOV00014076	gene1839
KIAA0895L	DNOV00014803	gene10134
FRS2	DNOV00004061	gene342
KLF8	DNOV00005765	gene5367
GPR78	DNOV00003434	gene6210
PANK2	DNOV00010576	gene6308
SLC30A9	DNOV00002048	gene6077
TRIM59	DNOV00007066	gene9543
GTPBP2	DNOV00004976	gene4225
COL18A1	DNOV00010943	gene8093
FAM150B	DNOV00018108	gene4867
ANKRD13B	DNOV00015145	gene13107
EIF2B3	DNOV00005948	gene8927
BTLA	DNOV00011387	gene1222
OTOL1	DNOV00007076	gene9534
TIMM22	DNOV00006133	gene13119
ATP6V0B	DNOV00008765	gene8913
BSN	DNOV00010928	gene10561
PUS3	DNOV00017981	gene14329
PSMD10	DNOV00016144	gene5419
DDX24	DNOV00006181	gene7166
PQLC2	DNOV00013915	gene13833
ANK1	DNOV00013310	gene14015
C3H6orf162	DNOV00011837	gene4735
KCNK17	DNOV00004939	gene4195
GPER	DNOV00001959	gene11332
METTL10	DNOV00008415	gene7960
EIF5	DNOV00005524	gene7241
CREG1	DNOV00012209	gene1243
GTF2H3	DNOV00000861	gene11816
WASF2	DNOV00001414	gene14123
WASL	DNOV00008942	gene221
CD180	DNOV00002795	gene15895
PLEK2	DNOV00001160	gene6939
AKAP17A	DNOV00017299	gene1581
TSPAN8	DNOV00004072	gene354
WFIKKN1	DNOV00009789	gene11669
DHDDS	DNOV00001434	gene14067
MPO	DNOV00001652	gene12924
MOCS3	DNOV00013865	gene13633
FAM46B	DNOV00001422	gene14118
SLC10A7	DNOV00016921	gene5597
AARSD1	DNOV00012537	gene15291
LOC100857281	DNOV00002731	gene11057
PSMG2	DNOV00009428	gene3292
LOC100858463	DNOV00002012	gene6113
AASDHPPT	DNOV00012447	gene2043
BIRC2	DNOV00014708	gene2060
FRMD3	DNOV00004530	gene16083
MB21D2	DNOV00009669	gene9369
HOXD12	DNOV00000023	gene8244
TECRL	DNOV00017136	gene5804
NINJ2	DNOV00004370	gene790
CCDC66	DNOV00007602	gene10673
ABCB9	DNOV00000843	gene11833
BBS7	DNOV00011248	gene5889
PDK3	DNOV00015650	gene1485
LOC770890	DNOV00012032	gene7526
LZTR1	DNOV00007268	gene14764
ACSL5	DNOV00007210	gene7877
SCARB1	DNOV00000868	gene11807
F7	DNOV00009747	gene1700
SCX	DNOV00015137	gene17014
C13H5orf32	DNOV00012366	gene10904
HEY1	DNOV00015790	gene3528
CBFA2T2	DNOV00017091	gene13333
ADPRHL1	DNOV00009741	gene1692
SPCS3	DNOV00008589	gene5741
SLA	DNOV00005831	gene3721
CHRNB3	DNOV00009402	gene16210
CCM2	DNOV00016068	gene2368
DIMT1L	DNOV00002819	gene15875
SRP68	DNOV00000418	gene12634
NOM1	DNOV00010049	gene2421
SLC31A2	DNOV00003239	gene12299
C28H19orf22	DNOV00008969	gene15588
TDRD12	DNOV00015721	gene10293
OPCML	DNOV00009932	gene14361
P2RX1	DNOV00001710	gene12969
ALKBH8	DNOV00012454	gene2037
GBF1	DNOV00007051	gene7659
FUT11	DNOV00007028	gene7634
IL11RA	DNOV00014663	gene15716
CNN3	DNOV00009266	gene8799
OPN4-1	DNOV00016260	gene5667
NLN	DNOV00002803	gene15890
DYNC1I2	DNOV00000056	gene8275
LOC423347	DNOV00003990	gene7046
DBR1	DNOV00010785	gene9131
METTL21D	DNOV00009990	gene7373
ARHGEF18	DNOV00008538	gene15550
TMEM184B	DNOV00002629	gene607
FGFR1OP	DNOV00005971	gene4393
LOC100857707	DNOV00002753	gene15935
HABP2	DNOV00007204	gene7881
LOC100857165	DNOV00018032	gene14332
TMEM182	DNOV00003170	gene1658
EIF3H	DNOV00007833	gene3659
LOC100858447	DNOV00001821	gene9252
NPTX2	DNOV00001934	gene11312
MGAT4A	DNOV00003137	gene1622
CENPK	DNOV00002808	gene15885
LAD1	DNOV00007278	gene14772
PLEKHF2	DNOV00005068	gene3591
GRK6	DNOV00002703	gene11030
TPP1	DNOV00017155	gene2171
CHST15	DNOV00008411	gene7955
GEMIN6	DNOV00003565	gene4032
C3H6orf64	DNOV00004942	gene4198
C17H9orf172	DNOV00011190	gene12247
ALMS1	DNOV00010558	gene6330
WDR78	DNOV00011315	gene9088
PIGT	DNOV00008500	gene13372
CHMP6	DNOV00013266	gene12786
SBK1	DNOV00010682	gene11631
NUP214	DNOV00006740	gene12403
MPZL2	DNOV00014287	gene14456
AK3	DNOV00012166	gene15984
HTR1B	DNOV00009310	gene4773
SLC17A9	DNOV00006520	gene13454
PDE1A	DNOV00015995	gene8209
POLR3G	DNOV00013813	gene16264
LOC776275	DNOV00013778	gene6834
PRKAA1	DNOV00012740	gene15803
ZPBP2	DNOV00017035	gene15212
UPK1B	DNOV00014872	gene1118
CDX2	DNOV00004151	gene1971
ZNF507	DNOV00015728	gene10285
SLC25A6	DNOV00017295	gene1584
CNTLN	DNOV00005720	gene16017
KIFAP3	DNOV00006290	gene8660
NT5C1A	DNOV00001493	gene14279
NOTCH1	DNOV00003480	gene12464
MBD3	DNOV00013521	gene15440
ANXA6	DNOV00005652	gene11106
C3H6orf163	DNOV00011836	gene4734
FHL2	DNOV00003179	gene1663
PDLIM1	DNOV00007038	gene7644
AHR	DNOV00003884	gene2628
GNAT1	DNOV00013290	gene10596
RNMTL1	DNOV00006161	gene13148
NHLRC2	DNOV00007198	gene7885
TTC26	DNOV00002537	gene527
RELN	DNOV00010403	gene148
STEAP3	DNOV00012684	gene8469
ZFYVE1	DNOV00001115	gene6898
MIPEP	DNOV00004174	gene1993
WNT8B	DNOV00007063	gene7672
IRF6	DNOV00000245	gene14893
AP3D1	DNOV00016612	gene15424
TMEM27	DNOV00007502	gene1528
LPAR2	DNOV00012513	gene17555
TACR1	DNOV00016876	gene14035
LOC416592	DNOV00016711	gene11504
TMEM79	DNOV00012330	gene17719
PPP1R2	DNOV00010646	gene9354
CTNND1	DNOV00015015	gene6704
TBC1D23	DNOV00003808	gene1174
LOC423536	DNOV00011556	gene7321
SLC22A23	DNOV00008651	gene3077
MTX3	DNOV00002784	gene15905
LAPTM5	DNOV00009873	gene14077
BTBD2	DNOV00013510	gene15427
LOC100858964	DNOV00017748	gene17797
MYOM3	DNOV00001473	gene14298
ACOT11	DNOV00004586	gene9029
